,id,price,addressStreet,addressCity,addressZipcode,beds,baths,area,zestimate,latitude,longitude
320,15086865,1795000.0,223 Divisadero St,San Francisco,94117,3,2.0,1653,2543600.0,37.77067,-122.437195
321,16401254,599000.0,168 Courtyard Dr,Port Hueneme,93041,3,2.0,1416,598700.0,34.14842,-119.18675
322,2072709491,249999.0,2224 Peacock Pl #3,Union City,94587,2,1.0,903,247900.0,37.584255,-122.01823
323,18907906,309900.0,118 West E St,Tehachapi,93561,3,2.0,1210,299600.0,35.129845,-118.44889
324,18579196,689000.0,3828 Steven Ln,South Lake Tahoe,96150,3,3.0,1416,667200.0,38.948055,-119.947556
325,24844436,998000.0,1125 High Ct,Berkeley,94708,4,2.0,2096,1202400.0,37.88892,-122.26316
326,19172255,389000.0,2660 6th Ave,Merced,95340,3,2.0,1510,,37.30664,-120.465485
327,15522195,899000.0,507 Monte Diablo Ave,San Mateo,94401,3,2.0,1170,1113800.0,37.571934,-122.32665
328,2077862724,159900.0,350 S Argyle Ave APT 104,Fresno,93727,2,2.0,1168,157400.0,36.73988,-119.6933
329,59372482,799000.0,1604 Thurman Way,Folsom,95630,3,3.0,2436,787000.0,38.684658,-121.119545
330,457062674,395000.0,2574 Pinedale Ave,Merced,95348,3,2.0,1309,,37.326103,-120.5332
331,18802294,539500.0,9063 N Woodrow Ave,Fresno,93720,3,6.0,2777,,36.867508,-119.74559
332,25756379,654900.0,27533 Calinda,Mission Viejo,92692,2,2.0,1017,698000.0,33.579033,-117.649796
333,19430038,499000.0,10624 Silver Way,Grass Valley,95945,3,2.0,1381,,39.20989,-121.04713
334,25449361,449000.0,155 Pasadena Ave,Tustin,92780,3,2.0,1228,457200.0,33.7447,-117.83228
335,80731486,595000.0,711 W Worthington Rd,Imperial,92251,3,2.0,1344,,32.846497,-115.5956
336,17736960,499000.0,409 Garden Breeze Ct,Roseville,95747,2,2.0,1476,497000.0,38.779556,-121.34091
337,17659069,425000.0,2685 S Whitney Blvd,Rocklin,95677,4,2.0,1354,424300.0,38.783504,-121.2563
338,249535136,599000.0,3075 E Via Rosso,Ontario,91764,3,3.0,1462,601600.0,34.070686,-117.58556
339,59409366,699000.0,78364 Grape Arbor Ave,Palm Desert,92211,3,3.0,2414,687700.0,33.774113,-116.29484
340,457078873,512000.0,918 E Fargo St,Stockton,95204,4,2.0,1776,,37.98774,-121.30418
341,79564080,649900.0,5345 Dusty Rose Way,Rancho Cordova,95742,5,3.0,2785,646100.0,38.52903,-121.22973
342,21487489,1575000.0,2115 E Santiago St,Covina,91724,4,3.0,2366,1560300.0,34.058098,-117.855606
343,18184099,1150000.0,34325 Loi Ln,Temecula,92592,2,1.0,2196,,33.510666,-117.05981
344,17736657,539000.0,4506 Wanderlust Loop,Roseville,95747,2,2.0,1476,534400.0,38.768456,-121.35291
345,95466160,679999.0,11009 Strathaven St,Bakersfield,93312,4,3.0,2871,669000.0,35.36088,-119.12596
346,18816894,400000.0,414 Trinity St,Eureka,95501,3,1.0,1086,394900.0,40.787613,-124.164185
347,20025851,689000.0,11138 Aqua Vista St APT 63,North Hollywood,91602,2,2.0,1048,683100.0,34.14435,-118.373116
348,20247758,419900.0,37516 Birch Tree Ln,Palmdale,93550,3,2.0,1134,422900.0,34.564022,-118.0945
349,68569359,495000.0,1607 Three Rivers Dr,Linda,95901,3,2.0,1970,493700.0,39.119675,-121.55717
350,250218578,715000.0,37312 Wisteria Dr,Palmdale,93551,5,3.0,3219,712700.0,34.561424,-118.179054
351,19481216,999888.0,1501 Canton Dr,Milpitas,95035,4,2.0,1547,1569700.0,37.433968,-121.878525
352,18332785,545000.0,171 Clipper Drive,Pittsburg,94565,3,2.0,1186,547400.0,38.02514,-121.91485
353,25717168,799999.0,69 Tarocco,Irvine,92618,3,2.0,1192,795400.0,33.6739,-117.774635
354,15851723,798000.0,5411 Yerba Buena Road,Santa Rosa,95409,3,2.0,2162,789400.0,38.474358,-122.649376
355,59408562,935000.0,41793 Pioneer St,Murrieta,92562,6,4.0,3459,927700.0,33.575104,-117.23325
356,16308734,875000.0,310 N Poli Ave,Ojai,93023,3,2.0,1200,878400.0,34.45318,-119.27911
357,59366829,550000.0,1380 Picket Fence Ln,Lincoln,95648,2,2.0,1020,546100.0,38.852722,-121.276825
358,17665716,2499000.0,7407 Allen Ln,Penryn,95663,4,4.0,4190,2383900.0,38.869778,-121.16512
359,94690743,649900.0,5228 Mossy Stone Way,Rancho Cordova,95742,4,3.0,2817,646400.0,38.528824,-121.225975
360,20529798,849000.0,1205 N Beverly Glen Blvd,Los Angeles,90077,1,1.0,882,899100.0,34.095383,-118.44145
361,16839110,108000000.0,1900 Spindrift Dr,La Jolla,92037,10,17.0,12981,,32.85167,-117.26149
362,332862485,1295000.0,258-260 Jersey St,San Francisco,94114,5,2.0,2280,,37.750923,-122.43093
363,18743746,299200.0,4625 E Princeton Avenue,Fresno,93703,3,2.0,1573,298200.0,36.77617,-119.74418
364,18099717,1549000.0,72610 Beavertail St,Palm Desert,92260,4,4.0,3167,1491900.0,33.716766,-116.398056
365,15116845,1198888.0,3622 Rivera St,San Francisco,94116,3,2.0,1415,,37.745674,-122.50536
366,16108129,899000.0,1103 Mission St,Santa Cruz,95060,3,2.0,1706,,36.97037,-122.036385
367,16471449,2995000.0,1653 Vista Oaks Way,Thousand Oaks,91361,5,6.0,5110,2890500.0,34.144382,-118.858246
368,456965360,685000.0,6741-6745 Newlin Ave,Whittier,90601,6,8.0,2200,,33.979633,-118.0412
369,20765217,999000.0,4654 Toland Way,Los Angeles,90041,2,2.0,840,,34.120296,-118.21494
370,89669514,1750000.0,207 S Blanche St,Ojai,93023,3,3.0,2131,1730600.0,34.44593,-119.248276
371,19683042,2998000.0,1206 Clark St,San Jose,95125,5,4.0,2948,2918300.0,37.3116,-121.89079
372,25114540,749000.0,2612 Del Way APT B,Huntington Beach,92648,2,2.0,1088,,33.680695,-117.99398
373,20752585,1795000.0,2635 Rokeby St,Los Angeles,90039,3,2.0,2231,1929700.0,34.105106,-118.26566
374,24850671,2198000.0,252 The Uplands,Berkeley,94705,3,3.0,2395,,37.854393,-122.23873
375,15114259,1295000.0,1974 34th Ave,San Francisco,94116,3,2.0,1370,1489000.0,37.7503,-122.49213
376,68574022,415000.0,1316 Milano Dr UNIT 4,West Sacramento,95691,2,2.0,1728,410600.0,38.554592,-121.51875
377,58878520,1249000.0,5884 Cedarwood Cmn,Livermore,94550,4,3.0,1925,1235900.0,37.68113,-121.72043
378,17680068,1398000.0,6350 Reservoir Dr,Granite Bay,95746,4,3.0,3098,1362000.0,38.720192,-121.1821
379,17085883,699000.0,327 S 35th St,San Diego,92113,3,2.0,1080,702900.0,32.702946,-117.11847
380,21540537,675000.0,16652 E Masline St,Covina,91722,4,1.0,1300,685400.0,34.100082,-117.91981
381,20280186,490000.0,2300 W Avenue L #1,Lancaster,93536,3,2.0,1614,491800.0,34.659187,-118.17259
382,17687534,755000.0,7305 Cascade Rd,Soda Springs,95728,3,,1120,745500.0,39.307335,-120.3851
383,19254957,1350000.0,524 Cascade Drive,Mill Valley,94941,2,2.0,1086,1385100.0,37.91226,-122.568695
384,95532970,450000.0,16046 Gables Loop,Whittier,90603,1,1.0,637,453500.0,33.97544,-118.03268
385,17722501,2200000.0,9875 Granite View Ln,Granite Bay,95746,5,5.0,4816,2127200.0,38.715527,-121.195595
386,19263926,1999000.0,1 Carolyn Lane,Mill Valley,94941,4,3.0,1990,,37.889378,-122.5324
387,19311931,448000.0,4205 Golden Oaks Ln,Monterey,93940,1,1.0,560,442800.0,36.58475,-121.90652
388,25486205,1299800.0,1 Buckeye,Irvine,92604,3,3.0,1737,,33.703102,-117.78371
389,17261649,549900.0,1315 Stillman Ave,Redlands,92374,3,2.0,1420,551800.0,34.062103,-117.15936
390,21424083,599999.0,5729 Juarez Ave,Whittier,90606,2,1.0,600,531200.0,33.99785,-118.07004
391,21352983,1675000.0,1749 Vallecito Dr,San Pedro,90732,4,3.0,2612,,33.725975,-118.31673
392,25163170,775000.0,1425 E Vermont Ave,Anaheim,92805,4,2.0,1927,801000.0,33.836594,-117.9143
393,18024382,2395000.0,535 E Via Colusa,Palm Springs,92262,6,7.0,3554,2297600.0,33.830536,-116.54194
394,21300763,845000.0,1528 247th St,Harbor City,90710,3,2.0,1141,843000.0,33.80071,-118.30443
395,25223685,849900.0,2154 W Niobe Ave,Anaheim,92804,3,2.0,1393,,33.822655,-117.95767
396,24912215,1100000.0,18076 Jaymark Ct,Castro Valley,94546,3,2.0,1888,1143500.0,37.715755,-122.086815
397,20040528,1400000.0,5810 Denny Ave,North Hollywood,91601,4,3.0,1400,1382900.0,34.176056,-118.36454
398,64890436,759000.0,4434 Brodea Ln,Fallbrook,92028,3,2.0,2476,760900.0,33.32881,-117.17028
399,136710080,320000.0,20033 Emerald Creek Dr,Santa Clarita,91351,3,2.0,1482,331600.0,34.427353,-118.48193
400,25566618,1195000.0,26 Mercato,Laguna Niguel,92677,3,3.0,1559,1191500.0,33.524555,-117.691505
401,18976905,249900.0,7317 California City Blvd,California City,93505,3,2.0,1228,249900.0,35.126137,-117.99743
402,15119986,1695000.0,2279 14th Ave,San Francisco,94116,3,2.0,1922,,37.74564,-122.47066
403,246149967,1499000.0,3141 Michelson Dr UNIT 1202,Irvine,92612,3,2.0,1583,1459800.0,33.673893,-117.84337
404,17084019,899900.0,6524 Radio Dr,San Diego,92114,4,3.0,1751,904800.0,32.723034,-117.057274
405,17585291,799900.0,6736 Aster Ct,Chino,91710,5,2.0,1790,801800.0,34.01368,-117.69056
406,82883722,820000.0,8035 W Avenue D14,Lancaster,93536,4,3.0,3046,819000.0,34.764206,-118.27402
407,19709709,659000.0,417 E Saint James St,San Jose,95112,2,1.0,962,,37.34347,-121.88403
408,59275846,1195000.0,14233 Yellowstone Ln,Santa Clarita,91387,5,3.0,3298,1183200.0,34.437786,-118.38393
409,24844325,1795000.0,1344 Summit Rd,Berkeley,94708,4,3.0,2892,,37.88612,-122.24831
